STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_d,GEOID_1,city,houses,owner_occ,white_hou,black_hou,asian_hou,rent_occ,white_occ,black_occ,asian_occ,under_10,over_65,white,black,native_amr,asian,hispanic,pov_div,pov_t,white_pov,black_pov,native_pov,asian_pov,hispanic_pov,pop_25,no_hs,no_college,bach_degree,graduate_degree,white_no_hs,white_no_college,black_no_hs,black_no_college,nat_no_hs,nat_no_college,asian_no_hs,asian_no_college,hispanic_no_hs,hispanic_no_college,pop,perc_rent,perc_occ,housing_price,rent,rent_1br,under_10_p,over_65_p,median_age,white_p,black_p,native_amr_p,asian_p,hispanic_p,pov_p,no_hs_p,no_college_p,bach_degree_p,graduate_degree_p,white_no_hs_p,white_no_college_p,black_no_hs_p,black_no_college_p,nat_no_hs_p,nat_no_college_p,asian_no_hs_p,asian_no_college_p,hispanic_no_hs_p,hispanic_no_college_p,med_hou_inc,white_inc,black_inc,native_income,asian_inc,hispanic_inc,white_pov_p,black_pov_p,native_pov_p,asian_pov_p,hispanic_pov_p,white_hou_to_rent,black_hou_to_rent,asian_hou_to_rent,white_to_black_ratio,white_to_asian_ratio,pop_dens2020,inc_change,GEOID_12,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,city_1,pop_1,perc_rent_1,perc_occ_1,housing_price_1,rent_1,rent_1br_1,under_10_p_1,over_65_p_1,median_age_1,white_p_1,black_p_1,native_amr_p_1,asian_p_1,hispanic_p_1,pov_p_1,no_hs_p_1,no_college_p_1,bach_degree_p_1,graduate_degree_p_1,med_hou_inc_1,km,pop_dens,res_tree,res_grass,street_tree,park_tree,park_grass,other_tree,other_grass,Shape_Area_1,land_area,res_treey,res_grassy,street_treey,park_treey,park_grassy,other_treey,other_grassy,total_treey,total_grassy,totally,median_year_built,OBJECTID,Join_Count,TARGET_FID,area_id,city_12,state,city_survey,category,grade,label,residential,commercial,industrial,fill,Shape_Length_1,Shape_Area_12,Shape_Length,Shape_Area
25,025,080100,25025080100,801,Census Tract 801,G5020,S,1026664.000000000000000,0.000000000000000,+42.3293312,-071.0705295,25025080100.000000000000000,25025080100.000000000000000,Boston,749,154,24,52,9,595,111,231,19,278,252,675,1359,51,38,659,2031,548,113,252,0,0,178,1949,433,629,316,160,69,326,236,736,0,26,7,7,115,347,2800,0.794392523000000,0.205607477000000,712100,1303,1495,0.099285714000000,0.090000000000000,33.100000000000001,0.241071429000000,0.485357143000000,0.023181818000000,0.013571429000000,0.235357143000000,0.269817824000000,0.222165213000000,0.322729605000000,0.162134428000000,0.082093381000000,0.102222222000000,0.482962963000000,0.173657101000000,0.541574687000000,0.000000000000000,0.509803922000000,0.184210526000000,0.184210526000000,0.174506829000000,0.526555387000000,41836,30625,46492,,,,0.055637617000000,0.124076809000000,0.000000000000000,0.000000000000000,0.087641556000000,0.216216216000000,0.225108225000000,0.473684211000000,0.960498960000000,0.456456456000000,2724.563181826675191,11331.000000000000000,25025080100,1026664,0,42.329331199999999,-71.070529500000006,Boston,2800,0.794392523000000,0.205607477000000,712100,1303,1495,0.099285714000000,0.090000000000000,33.100000000000001,0.241071429000000,0.485357143000000,0.023181818000000,0.013571429000000,0.235357143000000,0.269817824000000,0.222165213000000,0.322729605000000,0.162134428000000,0.082093381000000,41836,1.026664000000000,2727.279810999999881,47878.349710000002233,12221.606250000000728,13289.419350000000122,9360.912566000000879,27288.971740000000864,29703.872129999999743,31797.681860000000597,1027687.673999999999069,1026664,0.046634877000000,0.011904193000000,0.012944273000000,0.009117796000000,0.026580236000000,0.028932418000000,0.030971848000000,0.097629364000000,0.069456278000000,0.167085642000000,1939,56,1,56,4919,Boston,MA,1,Hazardous,D,D9,1,0,0,#d9838d,5687.480649825255568,1027687.674367950879969,5687.480649825255568,1027687.674367950879969
25,025,061101,25025061101,611.01,Census Tract 611.01,G5020,S,165282.000000000000000,0.000000000000000,+42.3262844,-071.0542968,25025061101.000000000000000,25025061101.000000000000000,Boston,1214,8,6,0,2,1206,330,287,162,277,134,1045,439,0,267,758,2299,1065,368,124,0,117,363,1559,336,598,343,40,77,445,33,192,0,0,119,229,150,419,2299,0.993410214000000,0.006589786000000,,396,372,0.120487168000000,0.058286211000000,32.399999999999999,0.454545455000000,0.190952588000000,0.000000000000000,0.116137451000000,0.329708569000000,0.463244889000000,0.215522771000000,0.383579217000000,0.220012829000000,0.025657473000000,0.073684211000000,0.425837321000000,0.075170843000000,0.437357631000000,,,0.445692884000000,0.857677903000000,0.197889182000000,0.552770449000000,13459,16630,25000,,18125,12969,0.160069595000000,0.053936494000000,0.000000000000000,0.050891692000000,0.157894737000000,0.018181818000000,0.000000000000000,0.012345679000000,,1.472727273000000,13895.910793640909105,-14916.000000000000000,25025061101,165282,0,42.326284399999999,-71.054296800000003,Boston,2299,0.993410214000000,0.006589786000000,,396,372,0.120487168000000,0.058286211000000,32.399999999999999,0.454545455000000,0.190952588000000,0.000000000000000,0.116137451000000,0.329708569000000,0.463244889000000,0.215522771000000,0.383579217000000,0.220012829000000,0.025657473000000,13459,0.165282000000000,13909.560629999999946,67367.805510000005597,16376.369930000000750,13923.386699999999109,0.000000000000000,0.000000000000000,1621.134426999999960,41.816456899999999,165444.355099999986123,165282,0.407593117000000,0.099081388000000,0.084240188000000,0.000000000000000,0.000000000000000,0.009808294000000,0.000253001000000,0.501641598000000,0.099334388000000,0.600975987000000,1939,57,0,57,,Boston,,,,,,,,,,2095.492132660332118,165444.355115756479790,2095.492132660332118,165444.355115756479790
25,025,100700,25025100700,1007,Census Tract 1007,G5020,S,1211115.000000000000000,146231.000000000000000,+42.2826719,-071.0479602,25025100700.000000000000000,25025100700.000000000000000,Boston,1948,1063,964,26,40,885,730,63,32,403,791,4134,122,0,314,52,4743,336,114,51,0,149,15,3269,309,912,842,531,193,1637,17,69,0,0,94,172,6,27,4743,0.454312115000000,0.545687885000000,582600,1214,438,0.084967320000000,0.166772085000000,40.000000000000000,0.871600253000000,0.025722117000000,0.000000000000000,0.066202825000000,0.010963525000000,0.070841240000000,0.094524319000000,0.278984399000000,0.257571123000000,0.162434995000000,0.046686018000000,0.395984519000000,0.139344262000000,0.565573770000000,,,0.299363057000000,0.547770701000000,0.115384615000000,0.519230769000000,113603,121920,18304,,,,0.024035421000000,0.010752688000000,0.000000000000000,0.031414716000000,0.003162555000000,1.320547945000000,0.412698413000000,1.250000000000000,3.199789252000000,1.056438356000000,3891.371207699228762,70684.000000000000000,25025100700,1211115,146231,42.282671899999997,-71.047960200000006,Boston,4743,0.454312115000000,0.545687885000000,582600,1214,438,0.084967320000000,0.166772085000000,40.000000000000000,0.871600253000000,0.025722117000000,0.000000000000000,0.066202825000000,0.010963525000000,0.070841240000000,0.094524319000000,0.278984399000000,0.257571123000000,0.162434995000000,113603,1.211115000000000,3916.225957000000108,187761.865300000004936,58049.456129999998666,22445.729960000000574,54903.514470000001893,220237.571100000001024,58114.420980000002601,16815.442729999998846,1218850.564999999944121,1211115,0.155032235000000,0.047930590000000,0.018533112000000,0.045333032000000,0.181846952000000,0.047984230000000,0.013884266000000,0.266882609000000,0.243661807000000,0.510544416000000,1939,58,1,58,4925,Boston,MA,1,Definitely Declining,C,C9,1,0,0,#ffff00,6688.270242615572897,1218850.566251759883016,6688.270242615572897,1218850.566251759883016
25,025,120103,25025120103,1201.03,Census Tract 1201.03,G5020,S,340186.000000000000000,0.000000000000000,+42.3117553,-071.1181420,25025120103.000000000000000,25025120103.000000000000000,Boston,694,483,407,15,28,211,165,17,8,248,320,1577,71,0,47,112,1784,16,16,0,0,0,7,1422,26,40,341,902,26,149,0,12,0,0,0,0,7,16,1784,0.304034582000000,0.695965418000000,759500,2161,1661,0.139013453000000,0.179372197000000,42.299999999999997,0.883968610000000,0.039798206000000,0.000000000000000,0.026345291000000,0.062780269000000,0.008968610000000,0.018284107000000,0.028129395000000,0.239803094000000,0.634317862000000,0.016487001000000,0.094483196000000,0.000000000000000,0.169014085000000,,,0.000000000000000,0.000000000000000,0.062500000000000,0.142857143000000,188462,202000,118942,,,196250,0.008968610000000,0.000000000000000,0.000000000000000,0.000000000000000,0.003923767000000,2.466666667000000,0.882352941000000,3.500000000000000,2.795555556000000,0.704761905000000,5239.057987368522845,120483.000000000000000,25025120103,340186,0,42.311755300000002,-71.118142000000006,Boston,1784,0.304034582000000,0.695965418000000,759500,2161,1661,0.139013453000000,0.179372197000000,42.299999999999997,0.883968610000000,0.039798206000000,0.000000000000000,0.026345291000000,0.062780269000000,0.008968610000000,0.018284107000000,0.028129395000000,0.239803094000000,0.634317862000000,188462,0.340186000000000,5244.189943000000312,135664.533699999999953,33704.064259999999194,20357.147290000000794,5224.070222999999714,1185.048520000000053,1202.969857999999931,861.717701099999999,340519.231599999999162,340186,0.398795170000000,0.099075401000000,0.059841226000000,0.015356512000000,0.003483531000000,0.003536212000000,0.002533078000000,0.477529120000000,0.105092010000000,0.582621129000000,1939,59,1,59,4946,Boston,MA,1,Still Desirable,B,B4,1,0,0,#7cb5bd,2324.980509062353576,340519.231568205752410,2324.980509062353576,340519.231568205752410
25,025,130406,25025130406,1304.06,Census Tract 1304.06,G5020,S,1052304.000000000000000,5879.000000000000000,+42.2600645,-071.1514976,25025130406.000000000000000,25025130406.000000000000000,Boston,2411,563,373,47,66,1848,506,795,67,971,737,2147,3026,0,366,1203,6034,1035,282,753,0,0,108,3771,583,765,755,497,275,1035,181,1137,0,0,0,131,161,611,6081,0.766486935000000,0.233513065000000,525900,1268,1309,0.159677685000000,0.121197172000000,33.299999999999997,0.353066930000000,0.497615524000000,0.000000000000000,0.060187469000000,0.197829304000000,0.171528008000000,0.154600902000000,0.202863962000000,0.200212145000000,0.131795280000000,0.128085701000000,0.482068002000000,0.059814937000000,0.375743556000000,,,0.000000000000000,0.357923497000000,0.133832086000000,0.507896924000000,49488,62132,49202,,,41651,0.046735167000000,0.124792841000000,0.000000000000000,0.000000000000000,0.017898575000000,0.737154150000000,0.059119497000000,0.985074627000000,12.468884030000000,0.748323152000000,5784.831189930548135,7593.000000000000000,25025130406,1052304,5879,42.260064499999999,-71.151497599999999,Boston,6081,0.766486935000000,0.233513065000000,525900,1268,1309,0.159677685000000,0.121197172000000,33.299999999999997,0.353066930000000,0.497615524000000,0.000000000000000,0.060187469000000,0.197829304000000,0.171528008000000,0.154600902000000,0.202863962000000,0.200212145000000,0.131795280000000,49488,1.052304000000000,5778.748346000000311,294655.929899999988265,205739.208099999988917,23818.952539999998407,110072.862099999998463,68102.580400000006193,16745.997540000000299,4416.863260000000082,1051197.486000000033528,1052304,0.280010273000000,0.195513091000000,0.022635049000000,0.104601771000000,0.064717591000000,0.015913650000000,0.004197326000000,0.423160743000000,0.264428009000000,0.687588752000000,1970,60,1,60,4940,Boston,MA,1,Definitely Declining,C,C16,1,0,0,#ffff00,5797.951431433984908,1051197.485344945220277,5797.951431433984908,1051197.485344945220277
25,025,130404,25025130404,1304.04,Census Tract 1304.04,G5020,S,1601540.000000000000000,35273.000000000000000,+42.2665157,-071.1559219,25025130404.000000000000000,25025130404.000000000000000,Boston,1266,727,558,23,93,539,278,139,25,269,597,1871,489,0,321,384,2921,249,141,56,0,5,72,2479,270,564,468,469,168,1019,18,335,0,0,5,34,91,253,3003,0.425750395000000,0.574249605000000,449600,1638,1638,0.089577090000000,0.198801199000000,46.500000000000000,0.623043623000000,0.162837163000000,0.000000000000000,0.106893107000000,0.127872128000000,0.085244779000000,0.108914885000000,0.227511093000000,0.188785801000000,0.189189189000000,0.089791555000000,0.544628541000000,0.036809816000000,0.685071575000000,,,0.015576324000000,0.105919003000000,0.236979167000000,0.658854167000000,77841,68438,61842,,130682,,0.048271140000000,0.019171517000000,0.000000000000000,0.001711743000000,0.024649093000000,2.007194245000000,0.165467626000000,3.720000000000000,12.130434780000000,0.539568345000000,1838.423801820609924,26632.000000000000000,25025130404,1601540,35273,42.266515699999999,-71.155921899999996,Boston,3003,0.425750395000000,0.574249605000000,449600,1638,1638,0.089577090000000,0.198801199000000,46.500000000000000,0.623043623000000,0.162837163000000,0.000000000000000,0.106893107000000,0.127872128000000,0.085244779000000,0.108914885000000,0.227511093000000,0.188785801000000,0.189189189000000,77841,1.601540000000000,1875.070245000000114,377644.422299999976531,149390.785700000007637,54568.236089999998512,8541.011322000000291,14069.744300000000294,446222.664899999974295,100774.674199999994016,1633464.492000000085682,1601540,0.235800806000000,0.093279460000000,0.034072353000000,0.005332999000000,0.008785134000000,0.278620993000000,0.062923607000000,0.553827151000000,0.164988201000000,0.718815352000000,1969,61,0,61,,Boston,,,,,,,,,,6350.660976292548185,1633464.491172328358516,6350.660976292548185,1633464.491172328358516
25,025,010408,25025010408,104.08,Census Tract 104.08,G5020,S,43381.000000000000000,0.000000000000000,+42.3431682,-071.0958461,25025010408.000000000000000,25025010408.000000000000000,Boston,903,83,61,2,11,820,511,27,167,38,33,938,183,0,215,134,1403,356,235,64,0,47,59,1054,0,31,326,533,0,173,0,6,0,0,0,11,0,41,1403,0.908084164000000,0.091915836000000,543500,2051,2013,0.027084818000000,0.023521026000000,28.399999999999999,0.668567356000000,0.130434783000000,0.000000000000000,0.153243051000000,0.095509622000000,0.253741981000000,0.000000000000000,0.029411765000000,0.309297913000000,0.505692600000000,0.000000000000000,0.184434968000000,0.000000000000000,0.032786885000000,,,0.000000000000000,0.051162791000000,0.000000000000000,0.305970149000000,64714,65000,,,74091,,0.167498218000000,0.045616536000000,0.000000000000000,0.033499644000000,0.042052744000000,0.119373777000000,0.074074074000000,0.065868263000000,1.611545988000000,1.812310977000000,32308.513403820827079,35782.000000000000000,25025010408,43381,0,42.343168200000001,-71.095846100000003,Boston,1403,0.908084164000000,0.091915836000000,543500,2051,2013,0.027084818000000,0.023521026000000,28.399999999999999,0.668567356000000,0.130434783000000,0.000000000000000,0.153243051000000,0.095509622000000,0.253741981000000,0.000000000000000,0.029411765000000,0.309297913000000,0.505692600000000,64714,0.043381000000000,32341.347590000001219,2599.340830000000096,2155.040974999999889,3162.369552999999996,1114.109887000000072,2930.885595000000194,40.323012009999999,246.418406699999991,43425.086830000000191,43381,0.059918878000000,0.049677070000000,0.072897572000000,0.025681978000000,0.067561504000000,0.000929509000000,0.005680330000000,0.159427936000000,0.122918904000000,0.282346840000000,1939,62,1,62,4947,Boston,MA,1,Definitely Declining,C,C6,1,0,0,#ffff00,855.793066103242154,43425.086832812317880,855.793066103242154,43425.086832812317880
25,025,010701,25025010701,107.01,Census Tract 107.01,G5020,S,202021.000000000000000,0.000000000000000,+42.3497199,-071.0838784,25025010701.000000000000000,25025010701.000000000000000,Boston,1403,438,359,5,48,965,774,18,83,86,205,1752,56,18,328,102,1907,139,93,2,0,44,8,1650,0,5,862,693,0,75,0,6,0,0,0,14,0,0,2242,0.687811832000000,0.312188168000000,1155600,2083,2250,0.038358608000000,0.091436218000000,30.199999999999999,0.781445138000000,0.024977698000000,0.006862371000000,0.146297948000000,0.045495094000000,0.072889355000000,0.000000000000000,0.003030303000000,0.522424242000000,0.420000000000000,0.000000000000000,0.042808219000000,0.000000000000000,0.107142857000000,0.000000000000000,0.000000000000000,0.000000000000000,0.042682927000000,0.000000000000000,0.000000000000000,116267,116700,,,130714,,0.048767698000000,0.001048768000000,0.000000000000000,0.023072889000000,0.004195071000000,0.463824289000000,0.277777778000000,0.578313253000000,1.669767442000000,0.802029500000000,11086.495299683094345,55331.000000000000000,25025010701,202021,0,42.349719899999997,-71.083878400000003,Boston,2242,0.687811832000000,0.312188168000000,1155600,2083,2250,0.038358608000000,0.091436218000000,30.199999999999999,0.781445138000000,0.024977698000000,0.006862371000000,0.146297948000000,0.045495094000000,0.072889355000000,0.000000000000000,0.003030303000000,0.522424242000000,0.420000000000000,116267,0.202021000000000,11097.856159999999363,9362.406010999999125,1761.518246999999974,24209.488379999998870,17568.138960000000225,259.859410700000012,3191.491728999999850,2261.822285000000193,202228.020599999988917,202021,0.046343727000000,0.008719481000000,0.119836494000000,0.086961944000000,0.001286299000000,0.015797822000000,0.011195976000000,0.268939987000000,0.021201756000000,0.290141743000000,1939,63,1,63,4948,Boston,MA,1,Definitely Declining,C,C5,1,0,0,#ffff00,2105.569287177564547,202228.020613880333258,2105.569287177564547,202228.020613880333258
25,025,110403,25025110403,1104.03,Census Tract 1104.03,G5020,S,942866.000000000000000,7697.000000000000000,+42.2791462,-071.1281223,25025110403.000000000000000,25025110403.000000000000000,Boston,1726,1121,744,174,31,605,266,154,7,572,743,3251,946,0,18,1252,5011,321,127,70,0,0,160,3632,211,661,955,1015,133,1037,34,375,0,0,0,0,83,487,5011,0.350521437000000,0.649478563000000,489400,1841,,0.114148872000000,0.148273798000000,39.100000000000001,0.648772700000000,0.188784674000000,0.000000000000000,0.003592097000000,0.249850329000000,0.064059070000000,0.058094714000000,0.181993392000000,0.262940529000000,0.279460352000000,0.040910489000000,0.318978776000000,0.035940803000000,0.396405920000000,,,0.000000000000000,0.000000000000000,0.066293930000000,0.388977636000000,108194,115000,108750,,,93393,0.025344243000000,0.013969268000000,0.000000000000000,0.000000000000000,0.031929755000000,2.796992481000000,1.129870130000000,4.428571429000000,2.475499093000000,0.631578947000000,5266.645375696160954,66324.000000000000000,25025110403,942866,7697,42.279146200000000,-71.128122300000001,Boston,5011,0.350521437000000,0.649478563000000,489400,1841,,0.114148872000000,0.148273798000000,39.100000000000001,0.648772700000000,0.188784674000000,0.000000000000000,0.003592097000000,0.249850329000000,0.064059070000000,0.058094714000000,0.181993392000000,0.262940529000000,0.279460352000000,108194,0.942866000000000,5314.647044000000278,339345.774800000013784,174198.398799999995390,26034.478029999998398,1677.138611000000083,701.919097999999963,24207.248210000001563,6094.001871000000392,951459.542600000044331,942866,0.359908804000000,0.184754142000000,0.027612066000000,0.001778767000000,0.000744453000000,0.025674113000000,0.006463275000000,0.414973750000000,0.191961869000000,0.606935619000000,1940,64,1,64,4945,Boston,MA,1,Definitely Declining,C,C14,1,0,0,#ffff00,4388.259865656945294,951459.542562732589431,4388.259865656945294,951459.542562732589431
25,025,040801,25025040801,408.01,Census Tract 408.01,G5020,S,950452.000000000000000,755218.000000000000000,+42.3789064,-071.0518705,25025040801.000000000000000,25025040801.000000000000000,Boston,2010,652,561,5,61,1358,716,187,218,582,705,2941,433,0,892,858,4486,1190,311,241,0,481,358,3571,715,437,852,1218,212,526,145,274,0,0,283,565,266,392,4550,0.675621891000000,0.324378109000000,742800,1078,1111,0.127912088000000,0.154945055000000,41.500000000000000,0.646373626000000,0.095164835000000,0.000000000000000,0.196043956000000,0.188571429000000,0.265269728000000,0.200224027000000,0.122374685000000,0.238588631000000,0.341080930000000,0.072084325000000,0.178850731000000,0.334872979000000,0.632794457000000,,,0.317264574000000,0.633408072000000,0.310023310000000,0.456876457000000,86386,149258,,,,20313,0.069326794000000,0.053722693000000,0.000000000000000,0.107222470000000,0.079803834000000,0.783519553000000,0.026737968000000,0.279816514000000,29.303631280000001,2.800119059000000,4955.631761650161025,37410.000000000000000,25025040801,950452,755218,42.378906399999998,-71.051870500000007,Boston,4550,0.675621891000000,0.324378109000000,742800,1078,1111,0.127912088000000,0.154945055000000,41.500000000000000,0.646373626000000,0.095164835000000,0.000000000000000,0.196043956000000,0.188571429000000,0.265269728000000,0.200224027000000,0.122374685000000,0.238588631000000,0.341080930000000,86386,0.950452000000000,4787.195987000000059,14272.106079999999565,11480.110860000000685,9631.972814000000653,22592.087559999999939,50550.122609999998531,29347.685519999999087,32147.894690000000992,918147.270999999949709,950452,0.015016125000000,0.012078580000000,0.010134097000000,0.023769835000000,0.053185350000000,0.030877609000000,0.033823796000000,0.079797667000000,0.099087727000000,0.178885394000000,1961,65,1,65,4992,Boston,MA,1,Hazardous,D,D2,1,0,0,#d9838d,11902.293352997261536,918147.315789442160167,11902.293352997261536,918147.315789442160167
25,025,071201,25025071201,712.01,Census Tract 712.01,G5020,S,412277.000000000000000,0.000000000000000,+42.3397875,-071.0670373,25025071201.000000000000000,25025071201.000000000000000,Boston,1545,498,378,16,76,1047,424,229,132,342,915,1951,611,35,908,1041,4003,1205,577,197,35,80,485,3099,885,643,538,653,316,688,55,315,0,21,466,600,244,508,4082,0.677669903000000,0.322330097000000,913500,551,,0.083782460000000,0.224154826000000,46.299999999999997,0.477951984000000,0.149681529000000,0.012500000000000,0.222439980000000,0.255022048000000,0.301024232000000,0.285575992000000,0.207486286000000,0.173604389000000,0.210713133000000,0.161968221000000,0.352639672000000,0.090016367000000,0.515548282000000,0.000000000000000,0.600000000000000,0.513215859000000,0.660792952000000,0.234390010000000,0.487992315000000,51140,134231,,,,,0.144141894000000,0.049213090000000,0.008743442000000,0.019985011000000,0.121159131000000,0.891509434000000,0.069868996000000,0.575757576000000,12.759728770000001,1.548411122000000,9890.993809521367439,21920.000000000000000,25025071201,412277,0,42.339787500000000,-71.067037299999996,Boston,4082,0.677669903000000,0.322330097000000,913500,551,,0.083782460000000,0.224154826000000,46.299999999999997,0.477951984000000,0.149681529000000,0.012500000000000,0.222439980000000,0.255022048000000,0.301024232000000,0.285575992000000,0.207486286000000,0.173604389000000,0.210713133000000,51140,0.412277000000000,9901.110176000000138,6079.067422000000079,3971.069961000000148,4882.818065999999817,4833.534383999999591,6683.165879999999561,13274.484899999999470,20156.278949999999895,412698.670999999972992,412277,0.014745104000000,0.009632043000000,0.011843537000000,0.011723997000000,0.016210378000000,0.032197976000000,0.048890137000000,0.070510615000000,0.074732558000000,0.145243173000000,1972,66,1,66,11583,Boston,MA,1,Industrial,,Industrial,0,0,1,#000000,3173.680899092578784,412698.670994065760169,3173.680899092578784,412698.670994065760169
25,025,120301,25025120301,1203.01,Census Tract 1203.01,G5020,S,657613.000000000000000,0.000000000000000,+42.3126892,-071.1019405,25025120301.000000000000000,25025120301.000000000000000,Boston,1975,817,514,90,57,1158,562,190,49,525,479,2737,984,0,271,1294,4955,746,348,168,0,45,239,3998,218,599,1286,1242,87,692,72,529,0,0,18,27,86,366,5152,0.586329114000000,0.413670886000000,566800,2119,1674,0.101902174000000,0.092973602000000,34.500000000000000,0.531250000000000,0.190993789000000,0.000000000000000,0.052600932000000,0.251164596000000,0.150554995000000,0.054527264000000,0.149824912000000,0.321660830000000,0.310655328000000,0.031786628000000,0.252831567000000,0.073170732000000,0.537601626000000,,,0.066420664000000,0.099630996000000,0.066460587000000,0.282843895000000,102835,104250,87639,,195833,88472,0.070232089000000,0.033905146000000,0.000000000000000,0.009081736000000,0.048234107000000,0.914590747000000,0.473684211000000,1.163265306000000,1.930802689000000,0.786227134000000,7826.698714919880331,63503.000000000000000,25025120301,657613,0,42.312689200000001,-71.101940499999998,Boston,5152,0.586329114000000,0.413670886000000,566800,2119,1674,0.101902174000000,0.092973602000000,34.500000000000000,0.531250000000000,0.190993789000000,0.000000000000000,0.052600932000000,0.251164596000000,0.150554995000000,0.054527264000000,0.149824912000000,0.321660830000000,0.310655328000000,102835,0.657613000000000,7834.395000999999866,165452.785499999998137,31801.415469999999914,24850.176240000000689,20883.586609999998473,7966.781761999999617,10904.387860000000728,4510.950288000000000,658259.655499999993481,657613,0.251595977000000,0.048358861000000,0.037788450000000,0.031756651000000,0.012114696000000,0.016581771000000,0.006859582000000,0.337722849000000,0.067333139000000,0.405055988000000,1939,67,1,67,4920,Boston,MA,1,Hazardous,D,D8,1,0,0,#d9838d,3899.947696585394624,658259.655527412192896,3899.947696585394624,658259.655527412192896
25,025,120105,25025120105,1201.05,Census Tract 1201.05,G5020,S,1839766.000000000000000,2474.000000000000000,+42.3087398,-071.1262938,25025120105.000000000000000,25025120105.000000000000000,Boston,902,822,685,32,52,80,62,8,4,235,741,2115,138,4,155,115,2181,195,178,0,4,9,12,1837,39,168,440,997,33,361,0,25,0,0,0,4,10,16,2550,0.088691796000000,0.911308204000000,872200,2990,,0.092156863000000,0.290588235000000,50.299999999999997,0.829411765000000,0.054117647000000,0.000951249000000,0.060784314000000,0.045098039000000,0.089408528000000,0.021230267000000,0.091453457000000,0.239520958000000,0.542732716000000,0.015602837000000,0.170685579000000,0.000000000000000,0.181159420000000,0.000000000000000,0.000000000000000,0.000000000000000,0.025806452000000,0.086956522000000,0.139130435000000,156875,155114,164833,,250000,,0.081613939000000,0.000000000000000,0.001834021000000,0.004126547000000,0.005502063000000,11.048387099999999,4.000000000000000,13.000000000000000,2.762096774000000,0.849875931000000,1388.460028687344902,85517.000000000000000,25025120105,1839766,2474,42.308739799999998,-71.126293799999999,Boston,2550,0.088691796000000,0.911308204000000,872200,2990,,0.092156863000000,0.290588235000000,50.299999999999997,0.829411765000000,0.054117647000000,0.000951249000000,0.060784314000000,0.045098039000000,0.089408528000000,0.021230267000000,0.091453457000000,0.239520958000000,0.542732716000000,156875,1.839766000000000,1386.045834000000013,489282.414600000018254,163553.870300000009593,64595.971799999999348,145586.234900000010384,30818.728739999998652,514604.519499999994878,100994.957399999999325,1836567.093000000109896,1839766,0.265948177000000,0.088899279000000,0.035110972000000,0.079133017000000,0.016751439000000,0.279711941000000,0.054895545000000,0.659904108000000,0.160546263000000,0.820450371000000,1954,68,1,68,9543,Boston,MA,1,Best,A,A1,1,0,0,#76a865,7855.776999627074474,1836567.093984534265473,7855.776999627074474,1836567.093984534265473
25,025,140105,25025140105,1401.05,Census Tract 1401.05,G5020,S,1009264.000000000000000,0.000000000000000,+42.2680071,-071.1251854,25025140105.000000000000000,25025140105.000000000000000,Boston,1287,911,466,212,23,376,82,139,3,422,473,1916,1395,0,17,1283,3770,365,283,39,0,2,227,2675,343,548,468,371,168,984,166,715,0,0,0,2,79,577,3770,0.292152292000000,0.707847708000000,434500,1848,,0.111936340000000,0.125464191000000,44.200000000000003,0.508222812000000,0.370026525000000,0.000000000000000,0.004509284000000,0.340318302000000,0.096816976000000,0.128224299000000,0.204859813000000,0.174953271000000,0.138691589000000,0.087682672000000,0.513569937000000,0.118996416000000,0.512544803000000,,,0.000000000000000,0.117647059000000,0.061574435000000,0.449727202000000,86543,71923,96667,,,89063,0.075066313000000,0.010344828000000,0.000000000000000,0.000530504000000,0.060212202000000,5.682926829000000,1.525179856000000,7.666666667000000,3.726069949000000,0.741251326000000,3731.915391376080152,44002.000000000000000,25025140105,1009264,0,42.268007099999998,-71.125185400000007,Boston,3770,0.292152292000000,0.707847708000000,434500,1848,,0.111936340000000,0.125464191000000,44.200000000000003,0.508222812000000,0.370026525000000,0.000000000000000,0.004509284000000,0.340318302000000,0.096816976000000,0.128224299000000,0.204859813000000,0.174953271000000,0.138691589000000,86543,1.009264000000000,3735.395297999999912,274175.573499999998603,161502.623800000001211,32725.111140000000887,149094.336899999994785,8948.721777000000657,14679.816539999999804,7567.285254000000350,1010205.109999999986030,1009264,0.271658925000000,0.160020197000000,0.032424728000000,0.147725805000000,0.008866582000000,0.014545071000000,0.007497825000000,0.466354530000000,0.176384604000000,0.642739134000000,1954,69,1,69,4930,Boston,MA,1,Definitely Declining,C,C17,1,0,0,#ffff00,4320.996383600304398,1010205.110413791378960,4320.996383600304398,1010205.110413791378960
